,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CategoryOfMaterial,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,Unnamed: 20,Unnamed: 21,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
664,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,29,Form of item,,,a,Microfilm,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /29 [identifier] (maps, visual materials)"" ."
665,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,29,Form of item,,,b,Microfiche,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /29 [identifier] (maps, visual materials)"" ."
666,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,29,Form of item,,,c,Microopaque,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /29 [identifier] (maps, visual materials)"" ."
667,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,29,Form of item,,,d,Large print,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /29 [identifier] (maps, visual materials)"" ."
668,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,29,Form of item,,,f,Braille,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /29 [identifier] (maps, visual materials)"" ."
669,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,29,Form of item,,,o,Online,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /29 [identifier] (maps, visual materials)"" ."
670,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,29,Form of item,,,q,Direct electronic,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /29 [identifier] (maps, visual materials)"" ."
671,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,29,Form of item,,,r,Regular print reproduction,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /29 [identifier] (maps, visual materials)"" ."
672,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,29,Form of item,,,s,Electronic,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /29 [identifier] (maps, visual materials)"" ."
673,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,30,Undefined,,,,,,,,,,,,,,,,,
674,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,31,Index,,,|,No attempt to code,,,,,,,,,,,,,
675,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,31,Index,,,0,No index,,,,,,,,,,,,,
676,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,31,Index,,,1,Index present,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,,,006/14
677,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,32,Citation indicator [OBSOLETE],,,,,,,,,,,,,,,,,
678,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,32,Undefined,,,,,,,,,,,,,,,,,
679,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,33-34,Special format characteristics,,,#,No specified special format characteristics,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33-34 [identifier] (maps)"" ."
680,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,33-34,Special format characteristics,,,|,No attempt to code,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33-34 [identifier] (maps)"" ."
681,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,33-34,Special format characteristics,,,a,"Photocopy, blue line print [OBSOLETE]",,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33-34 [identifier] (maps)"" ."
682,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,33-34,Special format characteristics,,,b,Photocopy [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33-34 [identifier] (maps)"" ."
683,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,33-34,Special format characteristics,,,c,Negative photocopy [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33-34 [identifier] (maps)"" ."
684,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,33-34,Special format characteristics,,,d,Film negative [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33-34 [identifier] (maps)"" ."
685,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,33-34,Special format characteristics,,,e,Manuscript,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33-34 [identifier] (maps)"" ."
686,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,33-34,Special format characteristics,,,f,Facsimile [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33-34 [identifier] (maps)"" ."
687,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,33-34,Special format characteristics,,,g,Relief model [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33-34 [identifier] (maps)"" ."
688,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,33-34,Special format characteristics,,,h,Rare [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33-34 [identifier] (maps)"" ."
689,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,33-34,Special format characteristics,,,j,"Picture card, post card",,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33-34 [identifier] (maps)"" ."
690,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,33-34,Special format characteristics,,,k,Calendar,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33-34 [identifier] (maps)"" ."
691,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,33-34,Special format characteristics,,,l,Puzzle,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33-34 [identifier] (maps)"" ."
692,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,33-34,Special format characteristics,,,m,Braille [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33-34 [identifier] (maps)"" ."
693,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,33-34,Special format characteristics,,,n,Game,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33-34 [identifier] (maps)"" ."
694,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,33-34,Special format characteristics,,,o,Wall map,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33-34 [identifier] (maps)"" ."
695,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,33-34,Special format characteristics,,,p,Playing cards,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33-34 [identifier] (maps)"" ."
696,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,33-34,Special format characteristics,,,q,Large print [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33-34 [identifier] (maps)"" ."
697,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,33-34,Special format characteristics,,,r,Loose-leaf,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33-34 [identifier] (maps)"" ."
698,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,33-34,Special format characteristics,,,z,Other,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33-34 [identifier] (maps)"" ."
699,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MIXED MATERIALS,18-22,Undefined,,,,,,,,,,,,,,,,,
700,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MIXED MATERIALS,23,Form of item,,,#,None of the following,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
701,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MIXED MATERIALS,23,Form of item,,,|,No attempt to code,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
702,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MIXED MATERIALS,23,Form of item,,,a,Microfilm,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
703,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MIXED MATERIALS,23,Form of item,,,b,Microfiche,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
704,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MIXED MATERIALS,23,Form of item,,,c,Microopaque,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
705,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MIXED MATERIALS,23,Form of item,,,d,Large print,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
706,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MIXED MATERIALS,23,Form of item,,,f,Braille,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
707,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MIXED MATERIALS,23,Form of item,,,g,Punched paper tape [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
708,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MIXED MATERIALS,23,Form of item,,,h,Magnetic tape [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
709,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MIXED MATERIALS,23,Form of item,,,i,Multimedia [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
710,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MIXED MATERIALS,23,Form of item,,,j,Handwritten transcript [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
711,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MIXED MATERIALS,23,Form of item,,,o,Online,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
712,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MIXED MATERIALS,23,Form of item,,,p,Photocopy [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
